id,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
44,2014-11-22 21:00:06,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,1197,29
45,2014-11-22 21:01:38,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,59
46,2014-11-22 21:10:53,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,29
47,2014-11-22 21:12:22,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,2,3,151,69,62
48,2014-11-22 21:15:06,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,81
49,2014-11-22 21:55:37,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,2,3,151,69,46
50,2014-11-22 22:00:24,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,59
51,2014-11-22 22:06:27,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,29
52,2014-11-22 22:09:20,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,2,3,151,1197,29
53,2014-11-22 22:20:13,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,2,3,151,69,36
54,2014-11-22 22:27:39,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,81
55,2014-11-22 22:29:15,30,4,195,991,47725,,1048,1,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,2,3,151,69,29
56,2014-11-23 16:42:42,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,59
57,2014-11-23 16:48:34,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,36
58,2014-11-23 16:50:47,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,2,3,151,69,46
59,2014-11-23 16:56:16,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,36
60,2014-11-23 17:00:51,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,81
61,2014-11-23 17:06:12,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,6
62,2014-11-23 17:10:17,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,82
63,2014-11-23 17:16:36,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,1236,81
64,2014-11-23 17:17:42,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,1236,36
65,2014-11-23 17:18:41,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,29
66,2014-11-23 17:21:21,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,2,3,151,69,36
67,2014-11-23 17:38:24,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,1236,36
68,2014-11-23 17:39:02,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,29
69,2014-11-23 17:41:08,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,36
70,2014-11-23 17:48:10,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,69,36
71,2014-11-23 17:48:52,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,0,1,3,151,1236,53
72,2014-11-23 18:02:20,30,4,195,991,47725,,1048,0,0,9,2015-06-26,2015-06-28,2,0,1,8803,1,1,1,3,151,69,36
73,2014-12-28 21:43:49,30,4,195,991,20735,,1048,0,0,9,2015-07-13,2015-07-16,2,0,1,13474,4,0,1,6,204,27,8
74,2013-02-15 13:18:43,2,3,66,462,41898,2716.6746,1482,0,0,1,2013-02-24,2013-03-01,2,0,1,8857,1,0,1,2,50,214,28
75,2013-02-16 11:57:50,2,3,66,462,41898,2716.5257,1482,0,0,0,2013-02-24,2013-03-01,2,0,1,8857,1,0,1,2,50,214,73
76,2013-02-16 12:03:45,2,3,66,462,41898,2722.4856,1482,0,0,0,2013-02-24,2013-03-01,2,0,1,8857,1,0,1,2,50,214,26
77,2013-02-16 12:23:57,2,3,66,462,41898,2716.6746,1482,0,0,0,2013-03-01,2013-03-06,2,0,1,8857,1,0,1,2,50,214,28
78,2014-01-03 16:19:15,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-26,3,0,2,12009,1,0,1,2,50,680,95
79,2014-01-03 16:30:17,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-22,2014-02-27,3,0,2,12009,1,1,1,2,50,680,95
80,2014-01-03 16:34:26,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-26,2,0,1,12009,1,0,1,2,50,680,95
81,2014-01-03 16:44:56,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-22,2014-02-27,2,0,1,12009,1,1,1,2,50,680,95
82,2014-01-03 16:58:19,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-23,2014-02-26,2,0,1,12009,1,0,1,2,50,680,95
83,2014-01-03 17:11:36,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-24,2014-02-27,2,0,1,12009,1,1,1,2,50,680,95
84,2014-01-04 14:57:08,2,3,66,462,41898,2454.8588,1482,0,1,0,2014-02-21,2014-02-26,3,0,2,12009,1,0,1,2,50,680,95
85,2014-01-04 15:01:54,2,3,66,462,41898,2454.8588,1482,0,0,0,2014-02-21,2014-02-26,2,0,1,12009,1,0,1,2,50,680,95
86,2014-01-04 15:02:07,2,3,66,462,41898,2454.8588,1482,0,0,0,2014-02-22,2014-02-27,2,0,1,12009,1,0,2,2,50,680,95
87,2014-01-08 13:28:56,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-24,4,0,2,12009,1,0,1,2,50,680,95
88,2014-01-08 13:31:34,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-24,3,0,2,12009,1,0,1,2,50,680,95
89,2014-01-08 13:38:03,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-24,2,0,1,12009,1,0,3,2,50,680,95
90,2014-01-08 13:42:16,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-24,2,0,2,12009,1,0,1,2,50,680,95
91,2014-01-08 13:46:42,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-24,1,0,1,12009,1,0,1,2,50,680,95
92,2014-01-08 13:57:04,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-23,3,0,2,12009,1,0,1,2,50,680,95
93,2014-01-08 13:58:04,2,3,66,462,41898,2454.8588,1482,0,1,1,2014-02-21,2014-02-23,2,0,2,12009,1,0,1,2,50,680,95
94,2014-01-08 14:03:36,2,3,66,462,41898,2454.8588,1482,0,0,1,2014-02-22,2014-02-24,1,0,1,28494,6,0,1,2,50,680,95
95,2014-01-08 14:09:47,2,3,66,462,41898,2454.8588,1482,0,0,1,2014-02-22,2014-02-24,3,0,2,28494,6,0,1,2,50,680,95
96,2014-01-08 14:15:40,2,3,66,462,41898,2455.2272,1482,0,0,1,2014-02-22,2014-02-27,2,0,1,28494,6,0,4,2,50,680,77
97,2014-01-08 14:18:31,2,3,66,462,41898,2455.2272,1482,0,0,1,2014-02-22,2014-02-24,1,0,1,28494,6,0,4,2,50,680,77
98,2014-01-08 14:30:25,2,3,66,462,41898,2455.2272,1482,0,0,1,2014-02-22,2014-02-24,3,0,2,28494,6,0,2,2,50,680,77
99,2014-05-14 14:57:51,2,3,66,462,49272,16.7526,1482,0,0,0,2014-06-05,2014-06-06,2,0,1,23454,6,0,1,2,50,552,13
100,2014-05-14 14:58:59,2,3,66,462,49272,16.9208,1482,0,0,0,2014-06-05,2014-06-06,2,0,1,23454,6,0,1,2,50,552,42
101,2014-08-14 20:50:04,2,3,66,462,41898,2104.9854,1482,0,1,9,2014-08-29,2014-08-30,3,0,1,8266,1,0,2,2,50,411,9
102,2014-08-14 21:10:56,2,3,66,462,41898,2104.9854,1482,0,0,9,2014-08-30,2014-09-07,3,0,1,8266,1,0,1,2,50,411,9
103,2014-08-16 19:42:12,2,3,66,462,41898,2104.7296,1482,0,0,0,2014-09-07,2014-09-08,3,0,1,44269,8,0,1,2,50,411,55
104,2014-08-16 19:42:57,2,3,66,462,41898,2105.1808,1482,0,0,0,2014-09-07,2014-09-08,3,0,1,44269,8,0,1,2,50,411,5
105,2014-08-16 19:44:47,2,3,66,462,41898,2104.9654,1482,0,0,0,2014-09-07,2014-09-08,3,0,1,44269,8,0,1,2,50,411,91
106,2014-08-16 19:46:54,2,3,66,462,41898,2105.1599,1482,0,0,0,2014-09-07,2014-09-08,3,0,1,44269,8,0,2,2,50,411,13
107,2014-08-16 19:49:05,2,3,66,462,41898,2104.6446,1482,0,0,0,2014-09-07,2014-09-08,3,0,1,44269,8,0,3,2,50,411,72
108,2014-08-16 19:50:30,2,3,66,462,41898,2104.8425,1482,0,0,0,2014-09-07,2014-09-08,3,0,1,44269,8,0,1,2,50,411,72
109,2014-10-10 17:01:59,2,3,66,462,41898,2671.9638,1482,0,1,0,2015-03-31,2015-04-07,2,0,1,8855,1,0,3,2,50,213,55
110,2014-10-10 17:18:14,2,3,66,462,41898,2672.257,1482,0,1,0,2015-03-31,2015-04-07,2,0,1,8855,1,0,3,2,50,213,26
111,2014-11-28 07:54:16,2,3,66,462,41898,2715.7274,1482,0,1,7,2014-12-27,2014-12-31,2,0,1,11938,1,0,1,4,8,126,65
112,2014-09-15 14:53:17,2,3,66,311,45008,,1561,0,0,0,2014-09-19,2014-09-21,2,0,1,7635,3,0,2,2,50,675,21
113,2014-09-15 14:55:35,2,3,66,311,45008,,1561,0,0,0,2014-09-19,2014-09-21,2,0,1,7635,3,0,1,2,50,675,56
114,2014-09-15 14:57:40,2,3,66,311,45008,,1561,0,0,0,2014-09-19,2014-09-21,2,0,1,7635,3,0,1,2,50,675,56
115,2014-09-15 14:58:24,2,3,66,311,45008,,1561,0,0,0,2014-09-19,2014-09-21,2,0,1,7635,3,0,1,2,50,675,69
116,2014-09-15 15:02:20,2,3,66,311,45008,,1561,0,0,0,2014-09-19,2014-09-21,2,0,1,52565,7,0,2,2,50,674,68
117,2014-09-15 15:08:49,2,3,66,311,45008,,1561,0,0,0,2014-09-19,2014-09-21,2,0,1,7635,3,0,1,2,50,675,75
118,2014-09-15 18:28:49,2,3,66,311,45008,,1561,0,0,9,2014-09-19,2014-09-21,2,0,1,13393,4,0,1,2,50,675,56
119,2014-09-15 19:07:14,2,3,66,311,45008,,1561,0,0,9,2014-09-19,2014-09-21,2,0,1,52565,7,0,1,2,50,674,68
120,2014-10-24 11:36:56,2,3,66,174,40365,5463.5637,1713,0,0,0,2014-11-06,2014-11-07,4,0,2,12702,5,0,2,0,87,58,6
121,2014-10-24 11:43:49,2,3,66,174,40365,8456.8294,1713,0,0,0,2014-11-06,2014-11-07,4,0,2,1571,3,0,1,3,5,89,38
122,2014-10-29 14:09:39,2,3,66,174,40365,8454.4977,1713,0,0,0,2014-11-11,2014-11-12,2,0,2,1571,3,0,1,3,5,89,46
123,2014-10-29 14:09:51,2,3,66,174,40365,8454.262,1713,0,0,0,2014-11-11,2014-11-12,2,0,2,1571,3,0,4,3,5,89,67
124,2014-10-29 14:12:29,2,3,66,174,40365,8455.6211,1713,0,0,0,2014-11-01,2014-11-04,2,0,1,1571,3,0,1,3,5,89,81
125,2014-10-29 14:14:11,2,3,66,174,40365,8457.2636,1713,0,0,0,2014-11-07,2014-11-10,2,0,1,1571,3,0,2,3,5,89,82
126,2014-10-29 14:14:40,2,3,66,174,40365,8456.8294,1713,0,0,0,2014-11-11,2014-11-12,2,0,2,1571,3,0,3,3,5,89,38
127,2014-10-29 14:15:20,2,3,66,174,40365,8457.0606,1713,0,0,0,2014-10-31,2014-11-03,2,0,1,1571,3,0,1,3,5,89,53
128,2014-10-29 14:32:19,2,3,66,174,40365,8456.8294,1713,0,0,0,2014-11-11,2014-11-12,2,0,2,1571,3,1,1,3,5,89,38
129,2014-12-05 09:49:53,2,3,66,174,21855,8393.1607,1713,0,0,1,2014-12-11,2014-12-12,1,0,1,12861,5,0,1,3,5,89,81
130,2014-12-05 09:51:18,2,3,66,174,21855,8392.6744,1713,0,0,1,2014-12-11,2014-12-12,1,0,1,12861,5,0,1,3,5,89,78
131,2014-12-05 09:51:47,2,3,66,174,21855,8390.0936,1713,0,0,1,2014-12-11,2014-12-12,1,0,1,12861,5,0,2,3,5,89,67
132,2014-12-05 09:54:55,2,3,66,174,21855,8390.1663,1713,0,0,1,2014-12-11,2014-12-12,1,0,1,12861,5,0,1,3,5,89,46
133,2014-12-05 09:58:15,2,3,66,174,21855,8393.1607,1713,0,0,1,2014-12-11,2014-12-12,1,0,1,12861,5,1,1,3,5,89,81
134,2013-01-10 18:04:37,37,1,69,923,23649,,2140,1,0,0,2013-04-06,2013-04-07,5,2,3,22494,6,0,1,6,204,1776,82
135,2013-01-10 18:24:37,37,1,69,923,23649,,2140,1,0,0,2013-04-06,2013-04-07,4,3,2,22494,6,0,1,6,204,1776,43
136,2013-01-10 18:26:40,37,1,69,923,23649,,2140,1,0,0,2013-04-06,2013-04-07,5,2,3,22494,6,0,2,6,204,1776,43
137,2013-01-10 18:30:08,37,1,69,923,23649,,2140,1,0,0,2013-04-06,2013-04-07,5,2,3,22494,6,1,1,6,204,1776,43
138,2013-01-10 18:30:27,37,1,69,923,23649,,2140,1,0,0,2013-04-06,2013-04-07,2,2,1,22494,6,0,1,6,204,1776,43
139,2013-12-01 21:59:08,24,2,3,64,12576,,2451,0,0,4,2014-02-26,2014-02-27,2,0,1,14038,6,0,10,6,105,35,82
140,2013-12-01 21:59:58,24,2,3,64,12576,,2451,0,0,4,2014-02-27,2014-02-28,2,0,1,14038,6,0,1,6,105,35,82
141,2013-12-01 22:00:44,24,2,3,64,12576,,2451,0,0,4,2014-02-25,2014-02-26,2,0,1,14038,6,0,1,6,105,35,82
142,2013-12-01 22:14:52,24,2,3,64,12576,,2451,0,0,4,2014-02-28,2014-03-01,2,0,1,14038,6,0,1,6,105,35,82
143,2013-12-02 01:46:54,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,53949,3,0,1,6,105,29,37
144,2013-12-02 01:48:57,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,53949,3,0,1,6,105,29,99
145,2013-12-02 02:04:08,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,18489,6,0,2,6,105,29,8
146,2013-12-02 02:05:21,24,2,3,64,12576,,2451,0,0,4,2014-02-28,2014-03-04,2,0,1,18489,6,0,1,6,105,29,8
147,2013-12-02 02:08:28,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,18488,6,0,1,6,105,29,78
148,2013-12-02 02:15:55,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,18488,6,0,2,6,105,29,8
149,2013-12-02 02:22:05,24,2,3,64,12576,,2451,0,0,4,2014-02-28,2014-03-04,2,0,1,18488,6,0,1,6,105,29,8
150,2013-12-02 02:22:24,24,2,3,64,12576,,2451,0,0,4,2014-02-28,2014-03-01,2,0,1,18488,6,0,1,6,105,29,8
151,2013-12-02 02:25:52,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,21788,6,0,1,6,105,29,8
152,2013-12-02 02:29:44,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,18492,6,0,1,6,105,29,35
153,2013-12-02 02:31:37,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,18492,6,0,1,6,105,29,25
154,2013-12-02 03:06:16,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,8785,1,0,4,6,105,35,25
155,2013-12-02 03:06:49,24,2,3,64,12576,,2451,0,1,4,2014-02-26,2014-02-28,2,0,1,8785,1,0,1,6,105,35,25
156,2013-12-02 03:07:37,24,2,3,64,12576,,2451,0,0,4,2014-02-26,2014-02-27,2,0,1,8785,1,0,8,6,105,35,25
157,2013-12-02 03:08:12,24,2,3,64,12576,,2451,0,0,4,2014-02-27,2014-02-28,2,0,1,8785,1,0,1,6,105,35,25
158,2013-12-02 04:30:54,24,2,3,64,12576,,2451,0,0,4,2014-02-26,2014-02-27,2,0,1,8785,1,1,1,6,105,35,25
159,2013-12-02 04:42:45,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,8785,1,0,2,6,105,35,55
160,2013-12-02 04:43:21,24,2,3,64,12576,,2451,0,0,4,2014-02-26,2014-02-27,2,0,1,8785,1,0,1,6,105,35,55
161,2014-01-25 23:50:48,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,8746,1,0,1,6,105,29,82
162,2014-01-25 23:53:08,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,21787,6,0,2,6,105,29,9
163,2014-01-25 23:54:43,24,2,3,64,12576,,2451,0,0,4,2014-02-28,2014-03-04,2,0,1,21787,6,0,1,6,105,29,9
164,2014-01-26 00:00:22,24,2,3,64,12576,,2451,0,0,4,2014-03-03,2014-03-04,2,0,1,21787,6,0,1,6,105,29,20
165,2014-02-23 20:54:40,24,2,3,64,12576,,2451,0,0,2,2014-03-02,2014-03-03,2,0,1,18489,6,0,1,6,105,29,90
166,2014-07-17 23:59:01,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,82
167,2014-07-18 00:24:15,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,43
168,2014-07-18 00:50:04,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,8
169,2014-07-18 00:55:09,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,43
170,2014-07-18 01:00:38,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,99
171,2014-07-18 01:02:17,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,2,6,105,29,8
172,2014-07-18 01:30:54,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,38
173,2014-07-18 01:32:26,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,25
174,2014-07-18 01:33:35,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,50
175,2014-07-18 01:36:40,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,67
176,2014-07-18 01:45:12,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,35
177,2014-07-18 01:47:01,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,20
178,2014-07-18 01:51:02,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,57
179,2014-07-18 01:56:25,24,2,3,64,12576,,2451,0,0,2,2014-08-30,2014-08-31,2,0,1,8746,1,0,1,6,105,29,8
180,2014-07-18 02:02:04,24,2,3,64,12576,,2451,0,0,2,2014-08-28,2014-08-29,2,0,1,8746,1,0,1,6,105,29,8
181,2014-07-18 02:09:17,24,2,3,64,12576,,2451,0,0,2,2014-08-27,2014-08-28,2,0,1,17823,1,0,1,6,105,770,99
182,2014-07-18 02:12:54,24,2,3,64,12576,,2451,0,0,2,2014-08-27,2014-08-28,2,0,1,17823,1,0,1,6,105,770,22
